char,waitau,hakka,notes
麚,ga1,ga1,
豭,ga1,ga1,
迦,ga1,ga1,
葭,ga1,ga1,
耞,ga1,ga1,
跏,ga1,ga1,
茄,ga1,ga1,雪～
嘎,ga1,gat5,
假,ga2,ga3,真～
檟,ga2,ga3,
榎,ga2,ga3,
嘏,ga2,gu3,
賈,ga2,ga3,（姓）
假,ga1,ga4,～期
稼,ga1,ga4,
嫁,ga1,ga4,
斝,ga1,ga4,
架,ga1,ga4,
價,ga1,ga4,
椵,ga1,ga4,
駕,ga1,ga4,
咖,ga1,ga1,～啡
薢,gai1,gai4,
湝,gai1,gai1,
喈,gai1,gai1,
皆,gai1,gai1,
鶛,gai1,gai1,
階,gai1,gai1,
楷,gai1,gai1,～書
鍇,gai1,gai1,
痎,gai1,gai1,
佳,gai1,ga1,
笄,gäi1,gi1,
街,gai1,gai1,
雞,gäi1,gai1,
解,gai2,gai3,～釋
廨,gai1,hai4,
妎,gai1,gai4,
疥,gai1,gai4,
玠,gai1,gai4,
介,gai1,gai4,
价,gai1,gai4,
界,gai1,gai4,
砎,gai1,gai4,
悈,gai1,gai4,
犗,gai1,gai4,
尬,gai1,gai4,
戒,gai1,gai4,
屆,gai1,gai4,
誡,gai1,gai4,
蚧,gai1,gai4,
芥,gai1,gai4,
計,gäi1,ge4,
罽,gäi1,gi4,
髻,gäi1,gi4,
繼,gäi1,gi4,
薊,gäi1,gi4,
解,gai1,gai4,～款
滆,gæk2,het5,
嗝,gæk2,gak5,
翮,gæk2,gak5,
膈,gæk2,gak5,
隔,gæk2,gak5,
挌,gæk2,gak5,
茖,gæk2,get5,
革,gæk2,gak5,
詻,gæk2,gak5,
鬲,gæk2,gak5,
緙,gæk2,gak5,
胳,gæk2,gak5,
觡,gæk2,gak5,
骼,gæk2,gak5,
鷊,gæk2,ngiak5,
格,gæk2,gak5,
尷,gam1,gam1,
監,gam1,gam1,～督
緘,gam1,kiam2,
椷,gam1,kiam2,
泔,gäm1,gam1,
柑,gäm1,gam1,
甘,gäm1,gam1,
疳,gäm1,gam1,
雸,gäm1,gam1,
紟,gäm1,kim1,
今,gäm1,gim1,
金,gäm1,gim1,
減,gam2,gam3,
感,gäm2,gam3,
橄,gäm2,gam3,
敢,gäm2,gam3,
澉,gäm2,gam3,
錦,gäm2,gim3,
咁,gäm2,an2,～樣
淦,gam1,gam4,
鑑,gam1,gam4,
鑒,gam1,gam4,
監,gam1,gam4,國子～
灨,gäm1,gam4,
紺,gäm1,gam4,
詌,gäm1,gam4,
贛,gäm1,gam4,～江
噤,gäm1,gim4,
僸,gäm1,gim4,
禁,gäm1,gim4,～區
咁,gäm1,an2,～多錢
奸,gæng1,gan1,
菅,gæng1,gan1,
根,gäng1,gin1,草～
根,gäng1,gen1,～本
哏,gäng1,gen1,
跟,gäng1,gen1,
巾,gäng1,gin1,
斤,gäng1,gin1,
釿,gäng1,gin1,
觔,gäng1,gin1,
間,gæng1,gan1,中～、房～
姦,gæng1,gan1,
艱,gæng1,gan1,
筋,gäng1,gin1,
柬,gæng2,gan3,
揀,gæng2,gan3,
襺,gæng2,gan3,
鹼,gæng2,gan3,
筧,gæng2,gan3,
繭,gæng2,gan3,
廑,gäng2,giun3,
緊,gäng2,gin3,
槿,gäng2,giun3,
瑾,gäng2,giun3,
殣,gäng2,giun3,
僅,gäng2,giun3,
饉,gäng2,giun3,
謹,gäng2,giun3,
堇,gäng2,giun3,
蓳,gäng2,giun3,
簡,gæng2,gan3,
間,gæng1,gan4,～中、～房
諫,gæng1,gan4,
瞷,gæng1,gan4,
澗,gæng1,gan4,
茛,gäng1,gen4,
艮,gäng1,gen4,
呁,gäng1,giun3,
靳,gäng1,giun3,
近,gäng6,kiun4,～來
墐,gäng6,giun3,
覲,gäng6,giun3,
耕,gæng1,gang1,～田佬
賡,gæng1,gang1,
更,gæng1,gang1,三～
粳,gäng1,gang1,
耕,gäng1,gang1,～耘
鶊,gäng1,gang1,
更,gäng1,gang1,～換
羹,gäng1,gang1,
經,gæng1,gang1,羅～（看風水用品）
庚,gäng1,gang1,
挭,gäng2,gen3,
綆,gäng2,gen3,
骾,gäng2,gang3,
哽,gäng2,gang3,
梗,gäng2,gang3,（一定）
埂,gäng2,gen3,
亙,gäng2,gen3,
堩,gäng2,gen3,
耿,gäng2,gen3,
鯁,gäng2,gang3,
更,gäng1,gen4,～加
急,gäp2,gip5,
芨,gäp2,kip5,
鵊,gap2,kiap6,
甲,gap2,gap5,
岬,gap2,gap5,
胛,gap2,gap5,
梜,gap2,giap5,
蛺,gap2,giap5,
莢,gap2,giap5,
韐,gap2,giap5,
裌,gap2,giap5,
頰,gap2,giap5,
鋏,gap2,giap5,
郟,gap2,giap5,
袷,gap2,giap5,（夾衣）
筴,gap2,giap5,
唊,gap2,giap5,
鉀,gap2,gap5,
佮,gäp2,kap5,
鴿,gäp2,gap5,
蛤,gäp2,gap5,
跲,gäp2,giap5,
夾,gap6,kiap6,
虼,gäk2,gak5,
狤,gäk2,git5,
桔,gäk2,git5,
吉,gäk2,git5,
佶,gäk2,git5,
肐,gäk2,yit5,
戛,gæk2,gat5,
恝,gæk2,kat5,
吃,gäk6,giet5,（口～）
交,gau1,gau1,
膠,gau1,gau1,
蛟,gau1,gau1,
鵁,gau1,gau1,
轇,gau1,gau1,
茭,gau1,gau1,
鮫,gau1,gau1,
郊,gau1,gau1,
嘐,gau1,gau1,（鷄鳴聲）
樛,gäu1,giu1,
皎,gau2,gau3,
佼,gau2,gau3,
挍,gau2,gau3,
狡,gau2,gau3,
攪,gau2,gau3,
姣,gau2,gau3,
絞,gau2,gau3,
餃,gau2,gau3,
搞,gau2,gau3,
久,gäu2,giu3,
笱,gäu2,geu3,
狗,gäu2,geu3,
苟,gäu2,geu3,
耇,gäu2,geu3,
茩,gäu2,geu3,
岣,gäu2,geu3,
枸,gäu2,geu3,
九,gäu2,giu3,
玖,gäu2,giu3,
韭,gäu2,giu3,
糾,gäu2,giu3,
赳,gäu2,diu3,
筊,gau2,gau3,
校,hau6,gau3,學～
窖,gau1,gau4,
珓,gau1,gau4,
酵,gau1,gau4,
覺,gau1,gau4,睡～
教,gäu1,gau1,～書、難～
教,gäu1,gau4,～徒、佛～
搆,gäu1,geu4,
冓,gäu1,geu4,
構,gäu1,geu4,
垢,gäu1,geu4,
媾,gäu1,geu4,
彀,gäu1,geu4,
姤,gäu1,geu4,
遘,gäu1,geu4,
購,gäu1,geu4,
詬,gäu1,geu4,
雊,gäu1,geu4,
覯,gäu1,geu4,
慦,gäu1,giu4,
咎,gäu1,giu4,
救,gäu1,giu4,
灸,gäu1,giu4,
疚,gäu1,giu4,
柩,gäu1,giu4,
夠,gäu1,geu4,
究,gäu1,giu4,
較,gau1,gau4,
鉸,gau1,gau4,
舊,gäu6,kiu4,
嘅,ge1,e4,
乩,gi1,gi1,
姬,gi1,gi1,
錤,gi1,gi1,
萁,gi1,gi1,芒～
箕,gi1,gi1,
畿,gi1,gi1,
禨,gi1,gi1,
基,gi1,gi1,
磯,gi1,gi1,
機,gi1,gi1,
羇,gi1,gi1,
羈,gi1,gi1,
蟣,gi1,gi1,
饑,gi1,gi1,
肌,gi1,gi1,
飢,gi1,gi1,
鞿,gi1,gi1,
譏,gi1,gi1,
鐖,gi1,gi1,
敧,gi1,ki1,
魕,gi1,gi1,
机,gi1,gi1,
几,gi1,gi1,
璣,gi1,gi1,
幾,gi1,gi1,～乎
犄,gi1,yi1,
嘰,gi1,gi1,
邔,gi2,ki3,
己,gi2,gi3,
紀,gi2,gi3,
麂,gi2,gi3,
幾,gi2,gi3,～個
杞,gi2,gi3,
洎,gi1,ki4,
懻,gi1,gi4,
寄,gi1,gi4,
旡,gi1,gi4,
記,gi1,gi4,
蔇,gi1,gi4,
穊,gi1,gi4,
覬,gi1,gi4,
既,gi1,gi4,
技,gi6,ki3,
跽,gi6,ki3,
芰,gi6,ki3,
伎,gi6,ki3,
忌,gi6,ki4,
惎,gi6,ki4,
忮,gi6,ki4,
妓,gi6,gi3,
驚,gäng1,giang1,嚇一～
頸,geng2,giang3,
鏡,geng1,giang4,
撽,gäk2,git5,
戟,gäk2,git5,
激,gäk2,git5,
毄,gäk2,git5,
棘,gäk2,git5,
殛,gäk2,git5,
墼,gäk2,git5,
擊,gäk2,git5,
檄,gäk2,git5,
襋,gäk2,git5,
亟,gäk2,git5,（急迫）
兼,gim1,giam1,
縑,gim1,giam1,
蒹,gim1,giam1,
鶼,gim1,giam1,
鰜,gim1,giam1,
搛,gim1,giam1,
撿,gim2,giam3,
檢,gim2,giam3,
劍,gim1,giam4,
儉,gim6,kiam4,
犍,ging1,gien1,～牛
鞬,ging1,gien1,
鰹,ging1,gien1,
幵,ging1,gen1,
兢,ging1,kin1,
堅,ging1,gien1,
肩,ging1,gien1,
謇,ging2,kien3,
蹇,ging2,kien3,
囝,ging2,kien3,
毽,ging1,gien4,
建,ging1,gien4,
見,ging1,gien4,
楗,ging6,kien4,
腱,ging6,kien4,
鍵,ging6,kien4,
件,ging6,kien4,
健,ging6,kien4,
矜,gäng1,gim1,
驚,gäng1,gin1,～喜
麠,gäng1,giang1,
京,gäng1,gin1,
涇,gäng1,gin1,
巠,gäng1,gin1,
黥,gäng1,gin1,
勍,gäng1,gin1,
惊,gäng1,giang1,（＝驚）
荊,gäng1,gin1,
經,gäng1,gin1,～濟、詩～
境,gäng2,gin3,
璥,gäng2,gin3,
憬,gäng2,gin3,
儆,gäng2,gin3,
景,gäng2,gin3,
竟,gäng2,gin3,
璟,gäng2,gin3,
警,gäng2,gin3,
徑,gäng1,gin4,途～
徑,gäng1,gang4,蕉～（地名）
俓,gäng1,gang4,
逕,gäng1,gang4,
莖,gäng1,gin3,
敬,gäng1,gin4,
桱,gäng1,gin4,
獍,gäng1,gin4,
脛,gäng1,gin4,
剄,gäng1,gin4,
痙,gäng1,gin4,
競,gäng6,gin4,
勁,gäng6,gin4,
鉣,gip2,giap5,
衱,gip2,giap5,
劫,gip2,giap5,
澀,gip2,sep5,
硤,gip6,kiap6,
堨,gik2,giet5,
偈,gik2,giet5,
潔,gik2,giet5,
擷,gik2,giet5,
纈,gik2,giet5,
袺,gik2,giet5,
姞,gik2,giet5,
拮,gik2,giet5,
黠,gik2,giet5,
結,gik2,giet5,
榤,gik6,kiet6,
杰,gik6,kiet6,
傑,gik6,kiet6,
桀,gik6,kiet6,
極,gik6,kit6,
憿,giu1,hiau1,
澆,giu1,hiau1,
憍,giu1,giau1,
嬌,giu1,giau1,
驕,giu1,giau1,
鷮,giu1,giau1,
蹻,giu2,kiau1,
皦,giu2,giau3,
矯,giu2,giau3,
敿,giu2,giau3,
撟,giu2,giau3,
蟜,giu2,giau3,
繳,giu2,giau3,
鱎,giu2,giau3,
譑,giu2,giau3,
徼,giu1,giau3,～巡
叫,giu1,giau4,
轎,giu6,kiau4,
撬,giu6,kiau4,
哥,go1,go1,
歌,go1,go1,
哿,go2,ko3,
箇,go1,go4,
個,go1,go4,
峐,gwui1,goi1,
垓,gwui1,goi1,
荄,gwui1,goi1,
賅,gwui1,goi1,
祴,gwui1,goi1,
該,gwui1,goi1,
侅,gwui1,goi1,
車,gü1,gi1,～馬炮
痀,gü1,gi1,
琚,gü1,gi1,
居,gü1,gi1,
崌,gü1,gi1,
椐,gü1,gi1,
腒,gü1,gi1,
鶋,gü1,gi1,
裾,gü1,gi1,
改,gwui2,goi3,
櫸,gü2,gi3,
筥,gü2,gi3,
矩,gü2,gi3,
踽,gü2,gi3,
齲,gü2,gi3,
舉,gü2,gi3,
蒟,gü2,gi3,
莒,gü2,gi3,
蓋,gwui1,goi4,
據,gü1,gi4,
鐻,gü1,gi3,（樂器名）
据,gü1,gi4,
倨,gü1,gi4,
踞,gü1,gi4,
句,gü1,gi4,
鋸,gü1,gi4,
泃,gü1,gi4,
屨,gü1,gi4,
秬,gü6,ki3,
粔,gü6,ki3,
懼,gü6,ki3,
窶,gü6,ki3,貧～
具,gü6,ki3,
詎,gü6,ki3,
駏,gü6,ki3,
颶,gü6,ki3,
鉅,gü6,ki3,
埧,gü6,gi3,
虡,gü6,ki3,
椇,gü6,gi3,
遽,gü6,gi3,
懅,gü6,gi4,
巨,gü6,ki4,
炬,gü6,gi3,
醵,gü6,gi4,
苣,gü6,ki4,
覺,gok2,gok5,感～
擱,gok2,gok5,
各,gok2,gok5,
埆,gok2,gok5,
桷,gok2,gok5,
傕,gok2,gok5,
捔,gok2,gok5,
角,gok2,gok5,
閣,gok2,gok5,
钁,gök2,kiok5,
屩,gök2,giok5,
腳,gök2,giok5,
袼,gok2,lok5,
乾,gung1,gon1,～燥
玕,gwung1,gon1,
杆,gwung1,gon1,
干,gwung1,gon1,
鳱,gwung1,gon1,～鵲（喜鵲）
肝,gwung1,gon1,
竿,gwung1,gon1,
笴,gwung2,ko3,
稈,gwung2,gon3,
赶,gwung2,gon3,
趕,gwung2,gon3,
簳,gwung2,gon4,
盰,gwung1,gon3,
榦,gwung1,gon4,
矸,gwung1,gon4,
幹,gwung1,gon4,
骭,gwung1,gon4,
旰,gwung1,gon4,
桿,gwung1,gon1,
岡,gong1,gong1,
扛,gong1,gong1,
矼,gong1,gong1,
江,gong1,gong1,
剛,gong1,gong1,
犅,gong1,gong1,
肛,gong1,gong1,
罡,gong1,gong1,
崗,gong1,gong1,
綱,gong1,gong1,
豇,gong1,gong1,
茳,gong1,gong1,
釭,gong1,gong1,（油燈）
缸,gong1,gong1,
舡,gong1,gong1,
杠,gong1,gong1,（橫木）
棡,gong1,gong1,
僵,göng1,giong1,
疆,göng1,giong1,
橿,göng1,giong1,
殭,göng1,giong1,
礓,göng1,giong1,
姜,göng1,giong1,
蜣,göng1,giong1,
薑,göng1,giong1,
韁,göng1,giong1,
羌,göng1,giong1,
耩,gong2,gong3,
港,gong2,gong3,
講,gong2,gong3,
杠,gong1,gong4,（＝槓）
洚,gong1,gong4,
絳,gong1,gong4,
鋼,gong1,gong4,
槓,gong1,gong4,
降,gong1,gong4,～落
弶,göng6,kiong4,
唴,göng6,kiong4,
割,gwuk2,got5,
擖,gwuk2,got5,
葛,gwuk2,got5,
轕,gwuk2,got5,
輵,gwuk2,got5,
櫜,gäu1,gau1,
皋,gäu1,gau1,
糕,gäu1,gau1,
篙,gäu1,gau1,
高,gäu1,gau1,
鼛,gäu1,gau1,
膏,gäu1,gau1,
睾,gäu1,yit6,
羔,gäu1,gau1,
杲,gäu2,gau3,
槁,gäu2,gau3,
縞,gäu2,gau3,
犒,gäu2,gau3,
稿,gäu2,gau3,
筶,gäu2,gau3,
郜,gäu1,gau4,
告,gäu1,gau4,原～
誥,gäu1,kau4,
罟,gwu2,ku1,
告,guk2,guk5,～～
輂,guk2,giuk5,
掬,guk2,kiuk5,
菊,guk2,kiuk5,
鞠,guk2,kiuk5,
踘,guk2,kiuk5,
鵴,guk2,kiuk5,
麴,guk2,kiuk5,
鞫,guk2,kiuk5,
榖,guk2,guk5,
梏,guk2,guk5,
牿,guk2,guk5,
嚳,guk2,guk5,
谷,guk2,guk5,
轂,guk2,guk5,
縠,guk2,guk5,
鵠,guk2,guk5,中～
觳,guk2,guk5,
嗀,guk2,guk5,
穀,guk2,guk5,
局,guk6,kiuk6,
侷,guk6,kiuk6,
挶,guk6,kiuk6,
梮,guk6,kiuk6,
跼,guk6,kiuk6,
鋦,guk6,kiuk6,
涓,güng1,gien1,
娟,güng1,gien1,
睊,güng1,gien1,
鵑,güng1,gien1,
蠲,güng1,gien1,
蜎,güng1,gien1,
駽,güng1,gien1,
捐,güng1,gien1,
罥,güng1,gien1,
菤,güng2,gien3,
埢,güng2,gien4,
睠,güng2,gien3,
捲,güng2,gien3,
綣,güng2,gien3,
帣,güng2,kien4,
卷,güng2,gien3,
悁,güng1,gien1,
絹,güng1,gien4,
狷,güng1,gien4,
獧,güng1,gien4,
鄄,güng1,gien4,
眷,güng1,gien4,
錈,güng6,kien4,
倦,güng6,kien4,
宮,gung1,giung1,
穹,gung1,giung1,
弓,gung1,giung1,
恭,gung1,giung1,
龔,gung1,giung1,
躬,gung1,giung1,
芎,gung1,giung1,
供,gung1,giung1,～應
釭,gung1,gung1,（鐵圈）
攻,gung1,gung1,
功,gung1,gung1,
工,gung1,gung1,
疘,gung1,gung1,
公,gung1,gung1,
蚣,gung1,gung1,
栱,gung2,giung3,
珙,gung2,giung3,
拲,gung2,giung3,
廾,gung2,giung3,
拱,gung2,giung3,
鞏,gung2,giung3,
贛,gung1,gung4,（姓）
供,gung1,giung4,～品
貢,gung1,gung4,
共,gung6,kiung4,
胍,gwa1,ga1,（化學品名）
呱,gwa1,va1,～～叫
瓜,gwa1,ga1,
剮,gwa2,ga3,
寡,gwa2,ga3,
挂,gwa1,ga4,
掛,gwa1,ga4,
卦,gwa1,ga4,
罣,gwa1,ga4,
絓,gwa1,ga4,
褂,gwa1,ga4,
詿,gwa1,ga4,
乖,gwai1,gai1,
刲,gwäi1,kui2,
傀,gwäi1,gui1,～奇
圭,gwäi1,gui1,
歸,gwäi1,gui1,
巋,gwäi1,gui1,
皈,gwäi1,gui1,
珪,gwäi1,gui1,
閨,gwäi1,gui1,
龜,gwäi1,gui1,
邽,gwäi1,gui1,
瑰,gwäi1,gui1,～奇
鮭,gwäi1,gui1,
蒯,gwai2,kai4,
拐,gwai2,gai3,
佹,gwäi2,gui3,
晷,gwäi2,gui3,
匭,gwäi2,gui3,
厬,gwäi2,gui3,
宄,gwäi2,gui3,
氿,gwäi2,gui3,
垝,gwäi2,gui3,
軌,gwäi2,gui3,
詭,gwäi2,gui3,
鬼,gwäi2,gui3,
枴,gwäi2,gai3,
簋,gwäi2,gui3,
庋,gwäi2,gui3,
怪,gwai1,gai4,
夬,gwai1,gai4,
鱖,gwäi1,gui4,
蹶,gwäi1,gui4,（動）
瞶,gwäi1,gui4,
鯚,gwäi1,gui4,
痵,gwäi1,gui4,
悸,gwäi1,gui4,
瑰,gwäi1,gui4,玫～
癸,gwäi1,gui4,
炔,gwäi1,gui4,
昋,gwäi1,gui4,
筀,gwäi1,gui4,
桂,gwäi1,gui4,
貴,gwäi1,gui4,
季,gwäi1,gui4,
跪,gwäi6,kui3,
樻,gwäi6,kui4,
簣,gwäi6,kui4,
匱,gwäi6,kui4,
櫃,gwäi6,kui4,
蕢,gwäi6,kui4,
餽,gwäi6,kui4,
闠,gwäi6,kui4,
鐀,gwäi6,kui4,
饋,gwäi6,kui4,
柜,gü2,gi3,
摑,gwæk2,get3,
瘝,gwæng1,gan1,
關,gwæng1,gan1,
丱,gwæng1,gan1,
鰥,gwæng1,gan1,
褌,gwäng1,gun1,
均,gwäng1,giun1,
皸,gwäng1,giun1,
君,gwäng1,giun1,
袀,gwäng1,giun1,
鈞,gwäng1,giun1,
軍,gwäng1,giun1,
鋆,gwäng1,yun2,
滾,gwäng2,gun3,
掍,gwäng2,gun3,
蔉,gwäng2,gun3,
緄,gwäng2,gun3,
輥,gwäng2,gun3,
鯀,gwäng2,gun3,
袞,gwäng2,gun3,
擐,gwæng1,kan4,
慣,gwæng1,gan4,
摜,gwæng1,gon4,
棍,gwäng1,gun4,
郡,gwäng6,kiun4,
觥,gwäng1,gen1,
肱,gwäng1,gen1,
薨,gwäng1,gen1,
轟,gwäng1,gen1,
渹,gwäng1,vang1,
訇,gwäng1,vang1,
梗,gwæng2,gang3,菜～
橘,gwäk2,git5,
譎,gwäk2,git5,
獝,gwäk2,git5,
劀,gwäk2,gat5,
榾,gwäk2,gut5,
淈,gwäk2,gut5,
愲,gwäk2,gut5,
搰,gwäk2,gut5,
縎,gwäk2,gut5,
骨,gwäk2,gut5,
鶻,gwäk2,gut5,
扢,gwäk2,gut5,（擦拭）
刮,gwæk2,gat5,
颳,gwæk2,gat5,
倔,gwäk6,kiut5,
崛,gwäk6,kiut5,
掘,gwäk6,kiut6,
虩,gwäk2,hit5,
綌,gwäk2,hit5,
隙,gwäk2,hit5,
郤,gwäk2,hit5,
鶪,gwäk2,giet5,
闃,gwäk2,hit5,
馘,gwäk2,get5,
侐,gwäk2,hit5,
洫,gwäk2,hit5,
鵙,gwäk2,get5,
虢,gwäk2,get5,
扃,gwäng1,gen1,
坰,gwäng1,gen1,
詗,gwäng2,hin4,
熲,gwäng2,gen3,
泂,gwäng2,gen3,
冏,gwäng2,gen3,
炯,gwäng2,gen3,
迥,gwäng2,gen3,
褧,gwäng2,gen3,
戈,gwo1,go1,
薖,gwo1,ko1,
錁,gwo2,ko4,
惈,gwo2,go3,
果,gwo2,go3,
粿,gwo2,go3,
猓,gwo2,go3,
蜾,gwo2,go3,
輠,gwo2,go3,（器具名）
裹,gwo2,go3,
過,gwo1,go4,
槨,gwok2,gok5,
郭,gwok2,gok5,
幗,gwok2,get5,
嘓,gwok2,get5,
蟈,gwok2,get5,
膕,gwok2,get5,
國,gwok2,get5,
崞,gwok2,gok5,
鞹,gwok2,gok5,
霩,gwok2,gok5,
漷,gwok2,gok5,
洸,gwong1,gong1,
光,gwong1,gong1,
桄,gwong1,gong1,
胱,gwong1,gong1,
廣,gwong2,gong3,
辜,gwu1,ku1,
柧,gwu1,gu1,
姑,gwu1,gu1,
沽,gwu1,gu1,
孤,gwu1,gu1,
蛄,gwu1,gu1,
酤,gwu1,gu1,
罛,gwu1,gu1,
菰,gwu1,gu1,
胍,gwu1,gu1,～肫（大腹）
鴣,gwu1,gu1,
觚,gwu1,gu1,
呱,gwu1,gu1,～～墜地
牯,gwu2,gu3,
估,gwu2,gu3,
盬,gwu2,gu3,
古,gwu2,gu3,
瞽,gwu2,gu3,
咕,gwu2,gu3,
股,gwu2,gu3,
詁,gwu2,gu3,
羖,gwu2,gu3,
蠱,gwu2,gu3,
鈷,gwu2,gu3,
臌,gwu2,gu3,
鼓,gwu2,gu3,
賈,gwu2,gu3,商～
僱,gwu1,gu4,
固,gwu1,gu4,
痼,gwu1,gu4,
故,gwu1,gu4,
凅,gwu1,gu4,
雇,gwu1,gu4,
錮,gwu1,gu4,
顧,gwu1,gu4,
癐,gwui6,kioi4,
觀,gwung1,gon1,～察
冠,gwung1,gon1,皇～
棺,gwung1,gon1,
倌,gwung1,gon1,
官,gwung1,gon1,
琯,gwung2,gon3,
脘,gwung2,gon3,
莞,gwung2,gon3,東～
痯,gwung2,gon3,
管,gwung2,gon3,
筦,gwung2,gon3,
館,gwung2,gon3,
觀,gwung1,gon4,道～
冠,gwung1,gon4,～軍
悺,gwung1,gon3,
鸛,gwung1,gon4,
瓘,gwung1,gon4,
盥,gwung1,gon4,
爟,gwung1,gon4,
祼,gwung1,gon4,
灌,gwung1,gon4,
雚,gwung1,gon4,
罐,gwung1,gon4,
貫,gwung1,gon4,
蝦,ha1,ha1,～米、龍～
蝦,ha1,ha2,～公（客家話：～子）
閜,ha1,ha4,豁～
哈,ha1,hap6,
瘕,ha4,ha2,
瑕,ha4,ha2,
蕸,ha4,ha2,
颬,ha4,ha2,
騢,ha4,ha2,
遐,ha4,ha2,
霞,ha4,ha2,
下,ha1,ha4,一～、兩～
夏,ha6,ha4,
暇,ha6,ha4,
廈,ha6,ha4,
下,ha6,ha1,底～、～車
下,ha6,ha4,～流
揩,hai1,kai1,
偕,hai4,hai2,
孩,hai4,hai2,
骸,hai4,hai2,
諧,hai4,hai2,
鞋,hai4,hai2,
奚,häi4,hi1,
兮,häi4,hi1,
螇,häi4,hi1,
鼷,häi4,hi1,
傒,häi4,hi1,
蹊,häi4,hi1,
駭,hai1,hai4,
嶰,hai1,hai4,
邂,hai1,hai4,
繲,hai1,gai4,
蟹,hai1,hai3,
械,hai6,hai4,
瀣,hai6,hai4,
薤,hai6,hai4,
齘,hai6,hai4,
韰,hai6,hai4,
澥,hai6,hai4,
嗐,hai6,hoi4,
係,häi6,he4,
檕,häi6,hi4,
繫,häi6,hi4,聯～
繫,häi6,gai1,～鞋帶
盻,häi6,hi4,
獬,hai6,hai4,
懈,hai6,hai4,
系,häi6,hi4,
赫,hæk2,het5,
刻,hæk2,kat5,～圖章
黑,häk2,het5,
刻,häk2,ket5,～意
克,häk2,ket5,
剋,häk2,ket5,
嚇,hæk2,hak5,
客,hæk2,hak5,
諕,hæk2,hak5,
喀,hæk2,hak5,
劾,häk6,het5,
憨,häm1,ham1,
蚶,häm1,ham1,
魽,häm1,ham1,
堪,häm1,kam1,
坩,häm1,kam1,
嵁,häm1,kam1,
戡,häm1,kam1,
龕,häm1,kam1,
撼,häm2,ham3,
坎,häm2,kam3,
凵,häm2,kem3,
撖,häm2,kam3,
欿,häm2,kam3,
扻,häm2,kam3,
轗,häm2,kam3,
砍,häm2,kam3,
砍,häm2,kam4,（客家話：切割）
喊,ham1,ham4,
歁,häm1,kam3,
墈,häm1,ham4,
磡,häm1,ham4,
勘,häm1,kam4,
瞰,häm1,kam4,
矙,häm1,kam4,
闞,häm1,kam4,
鬫,häm1,kam4,
嵌,häm1,kiam2,
崁,häm1,kam4,
涵,ham4,ham2,
羬,ham4,ham2,
啣,ham4,ham2,
函,ham4,ham2,
咸,ham4,ham2,
唅,ham4,ham2,
諴,ham4,ham2,
鹹,ham4,ham2,
銜,ham4,ham2,
谽,ham4,ham2,
琀,ham4,ham2,
邯,häm4,ham2,（人名）
含,häm4,ham2,
檻,ham1,kam3,～羊
轞,ham1,gam4,
頷,ham1,ham3,
顄,ham1,ham3,
陷,ham6,ham3,
憾,ham6,ham4,
餡,ham6,ham4,
慳,hæng1,han1,
僩,hæng2,han3,
狠,häng2,hen3,
很,häng2,hen3,
墾,häng2,ken3,
懇,häng2,ken3,
撊,hæng4,han2,
憪,hæng4,han2,
閑,hæng4,han2,
閒,hæng4,han2,
鷴,hæng4,han2,
嫻,hæng4,han2,
拫,häng4,hen2,
痕,häng4,hen2,
硍,hæng6,han4,
限,hæng6,han4,
恨,häng6,hen4,
坑,hæng1,hang1,
吭,häng1,hang1,～聲
哼,häng1,ken1,
亨,häng1,hen1,
脝,häng1,hen1,
鏗,häng1,ken1,
牼,häng1,gin1,
硜,häng1,gin1,
肯,häng2,ken3,～定
肯,häng2,hen3,（願意）
啃,häng2,ken3,
桁,hæng4,hang2,
蘅,häng4,fen2,
衡,häng4,fen2,
珩,häng4,hang2,
恆,häng4,hen2,
行,hæng4,hang2,～運
行,häng4,hang2,自由～
姮,häng4,hen2,
行,häng6,hang2,品～
幸,häng6,hen4,
悻,häng6,hen4,
倖,häng6,hen4,
杏,häng6,hen4,
荇,häng6,hen4,
莕,häng6,hen4,
瞌,häp2,kap5,
闟,häp2,hip5,
帢,häp2,kap5,
恰,häp2,kap5,
洽,häp2,giap5,
呷,hap2,hap5,
狹,hap2,kiap6,
掐,hap2,kap5,
匣,hap6,hap6,
俠,hap6,hap6,
陜,hap6,kiap6,（＝峽）
峽,hap6,hiap6,
篋,hap6,giap5,
祫,hap6,hap6,（維族大衣）
姶,häp6,hap6,
欱,häp6,hap6,
盒,häp6,hap6,
盍,häp6,hap6,
郃,häp6,hap6,
闔,häp6,hap6,
閤,häp6,hap6,
頜,häp6,hap6,
嗑,häp6,hap6,（笑聲）
嗑,häp6,hap6,（吸呷）
榼,häp6,hap6,
溘,häp6,hap6,
搕,häp6,hap6,
磕,häp6,kap6,
合,häp6,hap6,
烚,häp6,hap6,（火貌）
瞎,häk6,hat5,
犵,häk2,get5,
乞,häk2,ket5,
芞,häk2,ket5,
欯,häk2,git5,
齕,häk6,het6,
核,häk6,het6,～准
轄,häk6,hat5,
覈,häk6,het5,
覡,häk6,sang4,
猇,hau1,hau1,
庨,hau1,hau1,
哮,hau1,hau1,
虓,hau1,hau1,
烋,hau1,hau1,
嗃,hau1,hau1,
嘐,hau1,hau1,（誇語）
尻,hau1,kau1,
敲,hau1,kau1,
墝,hau1,kau1,
磽,hau1,kau1,
