char	jyutping	freq
安生	on1 sang1	313
龐然大物	pong4 jin4 daai6 mat6	313
盤尼西林	pun4 nei4 sai1 lam4	313
死蠢	sei2 ceon2	313
骰盅	sik1 zung1	313
傻瓜	so4 gwaa1	313
跳台	tiu3 toi4	313
摘錄	zaak6 luk6	313
袖子	zau6 zi2	313
指點江山	zi2 dim2 gong1 saan1	313
暗語	am3 jyu5	312
不甘後人	bat1 gam1 hau6 jan4	312
猜謎	caai1 mai4	312
漆器	cat1 hei3	312
粗製濫造	cou1 zai3 laam5 zou6	312
大姊	daai6 zi2	312
花語	faa1 jyu5	312
憤世嫉俗	fan5 sai3 zat6 zuk6	312
乾咳	gon1 kat1	312
故去	gu3 heoi3	312
悍然	hon5 jin4	312
好眼	hou2 ngaan5	312
夜機	je6 gei1	312
螞蟻搬家	maa5 ngai5 bun1 gaa1	312
印印腳	ngan3 ngan3 goek3	312
收歸國有	sau1 gwai1 gwok3 jau5	312
獸行	sau3 hang6	312
送殯	sung3 ban3	312
土氣	tou2 hei3	312
擇善固執	zaak6 sin6 gu3 zap1	312
爆門	baau3 mun4	311
拔蘭地	bat6 laan1 dei2	311
夠照	gau3 ziu3	311
各行各路	gok3 haang4 gok3 lou6	311
歸隱	gwai1 jan2	311
黑卡	hak1 kaat1	311
紅簿仔	hung4 bou2 zai2	311
友情價	jau5 cing4 gaa3	311
有權有勢	jau5 kyun4 jau5 sai3	311
疫埠	jik6 fau6	311
應聲蟲	jing3 sing1 cung4	311
立冬	laap6 dung1	311
老淚縱橫	lou5 leoi6 zung3 waang4	311
默然	mak6 jin4	311
木獨	muk6 duk6	311
難以言喻	naan4 ji5 jin4 jyu6	311
銀仔	ngan2 zai2	311
散會	saan3 wui2	311
蛇蟲鼠蟻	se4 cung4 syu2 ngai5	311
死於非命	sei2 jyu1 fei1 meng6	311
順景	seon6 ging2	311
爭雄	zang1 hung4	311
捉蛇	zuk1 se4	311
北緯	bak1 wai5	310
重婚	cung4 fan1	310
低波	dai1 bo1	310
鳳毛麟角	fung6 mou4 leon4 gok3	310
九條街	gau2 tiu4 gaai1	310
閨中密友	gwai1 zung1 mat6 jau5	310
赫赫有名	haak1 haak1 jau5 ming4	310
血滴子	hyut3 dik1 zi2	310
飲飽食醉	jam2 baau2 sik6 zeoi3	310
因小失大	jan1 siu2 sat1 daai6	310
日全食	jat6 cyun4 sik6	310
逆時針	jik6 si4 zam1	310
禮聘	lai5 ping3	310
樓奴	lau2 nou4	310
裸睡	lo2 seoi6	310
文武雙全	man4 mou5 soeng1 cyun4	310
魔法師	mo1 faat3 si1	310
雙黃線	soeng1 wong4 sin3	310
相聲	soeng3 sing1	310
肅殺	suk1 saat3	310
頭暈眼花	tau4 wan4 ngaan5 faa1	310
通氣	tung1 hei3	310
橫流	waang4 lau4	310
暈浪	wan4 long6	310
護目鏡	wu6 muk6 geng3	310
眾生相	zung3 sang1 soeng3	310
拆線	caak3 sin3	309
大要	daai6 jiu3	309
大仙	daai6 sin1	309
得人心	dak1 jan4 sam1	309
登對	dang1 deoi3	309
廢止	fai3 zi2	309
甲型肝炎	gaap3 jing4 gon1 jim4	309
搞清	gaau2 cing1	309
腳踏車	goek3 daap6 ce1	309
該死	goi1 sei2	309
公共汽車	gung1 gung6 hei3 ce1	309
鹹淡水	haam4 taam5 seoi2	309
開茶	hoi1 caa4	309
二撇雞	ji6 pit3 gai1	309
綑邊	kwan2 bin1	309
墨綠	mak6 luk6	309
眼花繚亂	ngaan5 faa1 liu4 lyun6	309
心甜	sam1 tim4	309
數理	sou3 lei5	309
自然科學	zi6 jin4 fo1 hok6	309
不吐不快	bat1 tou3 bat1 faai3	308
庇蔭	bei3 jam3	308
布疋	bou3 pat1	308
赤手空拳	cek3 sau2 hung1 kyun4	308
出紅疹	ceot1 hung4 can2	308
打橫行	daa2 waang4 haang4	308
得寸進尺	dak1 cyun3 zeon3 cek3	308
雞冠	gai1 gun1	308
堅料	gin1 liu2	308
健忘	gin6 mong4	308
口面	hau2 min6	308
口沫橫飛	hau2 mut6 waang4 fei1	308
形體	jing4 tai2	308
腰纏萬貫	jiu1 cin4 maan6 gun3	308
肉感	juk6 gam2	308
蠟筆	laap6 bat1	308
陸沉	luk6 cam4	308
孖襟	maa1 kam1	308
未竟全功	mei6 ging2 cyun4 gung1	308
奶酪	naai5 lok3	308
陪坐	pui4 co5	308
霰彈槍	saan2 daan2 coeng1	308
水站	seoi2 zaam6	308
屍臭	si1 cau3	308
書報	syu1 bou3	308
天怒人怨	tin1 nou6 jan4 jyun3	308
天竺鼠	tin1 zuk1 syu2	308
嘭一聲	baang4 jat1 seng1	307
癲佬	din1 lou2	307
孑然一身	diu1 jin4 jat1 san1	307
獨市	duk6 si5	307
花仔	faa1 zai2	307
範文	faan6 man4	307
叫罵	giu3 maa6	307
國技	gwok3 gei6	307
客套	haak3 tou3	307
棄子	hei3 zi2	307
因航	jan1 hong4	307
憂患	jau1 waan6	307
義莊	ji6 zong1	307
扣針	kau3 zam1	307
窮途末路	kung4 tou4 mut6 lou6	307
老頂	lou5 ding2	307
露兩點	lou6 loeng5 dim2	307
慢吞吞	maan6 tan1 tan1	307
咪住	mai5 zyu6	307
蚺蛇	naam4 se4	307
牛肚	ngau4 tou5	307
被褥	pei5 juk2	307
薪俸	san1 fung2	307
水電煤	seoi2 din6 mui4	307
性急	sing3 gap1	307
想方設法	soeng2 fong1 cit3 faat3	307
熟地	suk6 dei6	307
袒護	taan2 wu6	307
填鴨	tin4 aap3	307
吊吊揈	tiu4 tiu2 fing6	307
永垂不朽	wing5 seoi4 bat1 nau5	307
指示燈	zi2 si6 dang1	307
不敢苟同	bat1 gam2 gau2 tung4	306
啤殼	be1 hok3	306
妻妾	cai1 cip3	306
大蝦細	daai6 haa1 sai3	306
大鄉里	daai6 hoeng1 lei5	306
電器舖	din6 hei3 pou2	306
姦淫	gaan1 jam4	306
交待	gaau1 doi6	306
古往今來	gu2 wong5 gam1 loi4	306
功名	gung1 ming4	306
揩油	haai1 jau2	306
黑腳	hak1 goek3	306
康莊大道	hong1 zong1 daai6 dou6	306
空口	hung1 hau2	306
耳背	ji5 bui3	306
驗孕	jim6 jan6	306
娘親	noeng4 can1	306
劈友	pek3 jau2	306
收買人心	sau1 maai5 jan4 sam1	306
相由心生	soeng3 jau4 sam1 sang1	306
湖水藍	wu4 seoi2 laam4	306
正嘢	zeng3 je5	306
遭襲	zou1 zaap6	306
粥水	zuk1 seoi2	306
豐衣足食	fung1 ji1 zuk1 sik6	305
救車	gau3 ce1	305
警探	ging2 taam3	305
開導	hoi1 dou6	305
陰陽相隔	jam1 joeng4 soeng1 gaak3	305
如狼似虎	jyu4 long4 ci5 fu2	305
拉線	laai1 sin3	305
流派	lau4 paai3	305
濾芯	leoi6 sam1	305
懵懂	mung2 dung2	305
洗衣房	sai2 ji1 fong4	305
修練	sau1 lin6	305
手多	sau2 do1	305
陀仔	to4 zai2	305
會客	wui6 haak3	305
莞爾	wun5 ji5	305
鷓鴣	ze3 gu1	305
自卑感	zi6 bei1 gam2	305
竹館	zuk1 gun2	305
豬雜	zyu1 zaap6	305
住家飯	zyu6 gaa1 faan6	305
弊傢伙	bai6 gaa1 fo2	304
設身處地	cit3 san1 cyu5 dei6	304
儲君	cyu5 gwan1	304
打打殺殺	daa2 daa2 saat3 saat3	304
荒山	fong1 saan1	304
舉腳贊成	geoi2 goek3 zaan3 sing4	304
俠客	hap6 hak3	304
豈有此理	hei2 jau5 ci2 lei5	304
可歌可泣	ho2 go1 ho2 jap1	304
開叉	hoi1 caa1	304
一杯羹	jat1 bui1 gang1	304
一命嗚呼	jat1 ming6 wu1 fu1	304
幽谷	jau1 guk1	304
儒學	jyu4 hok6	304
蜷縮	kyun4 suk1	304
拉上補下	laai1 soeng6 bou2 haa6	304
理虧	lei5 kwai1	304
鳥語花香	niu5 jyu5 faa1 hoeng1	304
牌樓	paai4 lau4	304
秀珍菇	sau3 zan1 gu1	304
時價	si4 gaa3	304
爽手	song2 sau2	304
推油	teoi1 jau4	304
妥貼	to5 tip3	304
珠海學院	zyu1 hoi2 hok6 jyun2	304
不可理喻	bat1 ho2 lei5 jyu6	303
拔河	bat6 ho4	303
病原體	beng6 jyun4 tai2	303
表姊	biu2 zi2	303
幫輕	bong1 heng1	303
茶果	caa4 gwo2	303
切入點	cit3 jap6 dim2	303
花言巧語	faa1 jin4 haau2 jyu5	303
蝌蚪	fo1 dau2	303
貢品	gung3 ban2	303
去職	heoi3 zik1	303
揚聲	joeng4 sing1	303
老當益壯	lou5 dong1 jik1 zong3	303
文質彬彬	man4 zat1 ban1 ban1	303
文字遊戲	man4 zi6 jau4 hei3	303
明查暗訪	ming4 caa4 am3 fong2	303
編撰	pin1 zaan3	303
山寨廠	saan1 zaai6 cong2	303
颯颯	saap3 saap3	303
私慾	si1 juk6	303
睇穿	tai2 cyun1	303
聽講話	teng1 gong2 waa6	303
橢圓	to5 jyun4	303
自憐	zi6 lin4	303
壯烈	zong3 lit6	303
百合子	baak3 hap6 zi2	302
半推半就	bun3 teoi1 bun3 zau6	302
處女下海	cyu5 neoi5 haa6 hoi2	302
虎穴	fu2 jyut6	302
髖骨	fun1 gwat1	302
結膜炎	git3 mok2 jim4	302
雄心勃勃	hung4 sam1 but6 but6	302
確鑿	kok3 zok6	302
冷飯	laang5 faan6	302
厲鬼	lai6 gwai2	302
外掛	ngoi6 gwaa3	302
牌局	paai4 guk6	302
受屈	sau6 wat1	302
死慳死抵	sei2 haan1 sei2 dai2	302
吞吞吐吐	tan1 tan1 tou2 tou2	302
天下為公	tin1 haa6 wai4 gung1	302
包涵	baau1 haam4	301
不願置評	bat1 jyun6 zi3 ping4	301
避年	bei6 nin4	301
尋人啟事	cam4 jan4 kai2 si6	301
粗口橫飛	cou1 hau2 waang4 fei1	301
躲懶	do2 laan5	301
佛偈	fat6 gai2	301
飛簷走壁	fei1 sim4 zau2 bik1	301
火槍	fo2 coeng1	301
複述	fuk1 seot6	301
服毒	fuk6 duk6	301
夠做	gau3 zou6	301
叫陣	giu3 zan6	301
海底椰	hoi2 dai2 je4	301
絢爛	hyun3 laan6	301
魚尾紋	jyu4 mei5 man4	301
謎語	mai4 jyu5	301
冇符	mou5 fu4	301
碰碰車	pung3 pung3 ce1	301
食波餅	sik6 bo1 beng2	301
賞賜	soeng2 ci3	301
絕妙	zyut6 miu6	301
得意洋洋	dak1 ji3 joeng4 joeng4	300
當仁不讓	dong1 jan4 bat1 joeng6	300
花炮	faa1 paau3	300
凡士林	faan4 si6 lam4	300
交關	gaau1 gwaan1	300
啹喀兵	goe1 gaa4 bing1	300
腳仔軟	goek3 zai2 jyun5	300
行色匆匆	hang4 sik1 cung1 cung1	300
一炮過	jat1 paau3 gwo3	300
衣食無憂	ji1 sik6 mou4 jau1	300
陽奉陰違	joeng4 fung6 jam1 wai4	300
慾火	juk6 fo2	300
庸醫	jung4 ji1	300
雨具	jyu5 geoi6	300
流行病	lau4 hang4 beng6	300
理賠	lei5 pui4	300
物證	mat6 zing3	300
啱傾	ngaam1 king1	300
硬碟機	ngaang6 dip2 gei1	300
恤髮	seot1 faat3	300
食尾糊	sik6 mei5 wu2	300
跣水	sin3 seoi2	300
頭炷香	tau4 zyu3 hoeng1	300
童謠	tung4 jiu4	300
抓毛	waa2 mou4	300
直角	zik6 gok3	300
漿糊	zoeng1 wu4	300
做低	zou6 dai1	300
巴西龜	baa1 sai1 gwai1	299
北芪	bak1 kei4	299
病好	beng6 hou2	299
別有洞天	bit6 jau5 dung6 tin1	299
臭狐	cau3 wu4	299
沖印	cung1 jan3	299
定海神針	ding6 hoi2 san4 zam1	299
肥沃	fei4 juk1	299
肥仔水	fei4 zai2 seoi2	299
風靡一時	fung1 mo1 jat1 si4	299
家課	gaa1 fo3	299
劫持	gip3 ci4	299
輕工業	hing1 gung1 jip6	299
入牆櫃	jap6 coeng4 gwai6	299
冶金	je5 gam1	299
燕麥片	jin3 mak6 pin2	299
讓開	joeng6 hoi1	299
臘鴨	laap6 aap2	299
五音不全	ng5 jam1 bat1 cyun4	299
娘胎	noeng4 toi1	299
筍嘢	seon2 je5	299
閃身	sim2 san1	299
梳打水	so1 daa2 seoi2	299
託付	tok3 fu6	299
會章	wui2 zoeng1	299
側側膊	zak1 zak1 bok3	299
怎麼回事	zam2 mo1 wui4 si6	299
皺起	zau3 hei2	299
搬字過紙	bun1 zi6 gwo3 zi2	298
頓然	deon6 jin4	298
電聯	din6 lyun4	298
花奶	faa1 naai5	298
廢寢忘餐	fai3 cam2 mong4 caan1	298
交波	gaau1 bo1	298
腳力	goek3 lik6	298
腳眼	goek3 ngaan5	298
姣婆	haau4 po4	298
閏月	jeon6 jyut6	298
倚仗	ji2 zoeng6	298
意氣用事	ji3 hei3 jung6 si6	298
以寡敵眾	ji5 gwaa2 dik6 zung3	298
來由	loi4 jau4	298
苗頭	miu4 tau4	298
十三點	sap6 saam1 dim2	298
手辦	sau2 baan2	298
屎坑	si2 haang1	298
星加坡	sing1 gaa3 bo1	298
傷神	soeng1 san4	298
檀香	taan4 hoeng1	298
睇症	tai2 zing3	298
爭一口氣	zang1 jat1 hau2 hei3	298
折頭	zit3 tau4	298
折子戲	zit3 zi2 hei3	298
做壽	zou6 sau6	298
轉寄	zyun2 gei3	298
沉澱物	cam4 din6 mat6	297
抽頭	cau1 tau4	297
鬥雞	dau3 gai1	297
定時定候	ding6 si4 ding6 hau6	297
刀槍不入	dou1 coeng1 bat1 jap6	297
夠喉	gau3 hau4	297
頸梗	geng2 gang2	297
穀米	guk1 mai5	297
閲讀理解	jyut6 duk6 lei5 gaai2	297
漏口風	lau6 hau2 fung1	297
徙置區	saai2 zi3 keoi1	297
神出鬼沒	san4 ceot1 gwai2 mut6	297
死光	sei2 gwong1	297
水辦	seoi2 baan2	297
侍衞	si6 wai6	297
聽出耳油	teng1 ceot1 ji5 jau4	297
蛙式	waa1 sik1	297
橫膈膜	waang4 gaak3 mok2	297
碗筷	wun2 faai3	297
趾甲	zi2 gaap3	297
自豪感	zi6 hou4 gam2	297
北京填鴨	bak1 ging1 tin4 aap2	296
沉默是金	cam4 mak6 si6 gam1	296
七喜	cat1 hei2	296
場記	coeng4 gei3	296
蟲蛀	cung4 zyu3	296
導電	dou6 din6	296
悔過	fui3 gwo3	296
下氣	haa6 hei3	296
恰似	hap1 ci5	296
學養	hok6 joeng5	296
好極	hou2 gik6	296
人情世故	jan4 cing4 sai3 gu3	296
言過其實	jin4 gwo3 kei4 sat6	296
擾人清夢	jiu2 jan4 cing1 mung6	296
楊柳	joeng4 lau5	296
碌地	luk1 dei2	296
妄自菲薄	mong5 zi6 fei2 bok6	296
婆婆媽媽	po4 po4 maa1 maa1	296
十五十六	sap6 ng5 sap6 luk6	296
卸力	se3 lik6	296
税階	seoi3 gaai1	296
隧巴	seoi6 baa1	296
塘邊鶴	tong4 bin1 hok2	296
湖光山色	wu4 gwong1 saan1 sik1	296
製作方法	zai3 zok3 fong1 faat3	296
輾轉反側	zin2 zyun2 faan2 zak1	296
葱油餅	cung1 jau4 beng2	295
鬥地主	dau3 dei6 zyu2	295
叠羅漢	dip6 lo4 hon3	295
講和	gong2 wo4	295
過眼雲煙	gwo3 ngaan5 wan4 jin1	295
國際象棋	gwok3 zai3 zoeng6 kei2	295
夜視	je6 si6	295
二更	ji6 gaang1	295
認親認戚	jing6 can1 jing6 cik1	295
雍容華貴	jung1 jung4 waa4 gwai3	295
冤魂	jyun1 wan4	295
廉恥	lim4 ci2	295
目無法紀	muk6 mou4 faat3 gei2	295
蒙古包	mung4 gu2 baau1	295
拋妻棄子	paau1 cai1 hei3 zi2	295
編印	pin1 jan3	295
神經衰弱	san4 ging1 seoi1 joek6	295
侍仔	si6 zai2	295
台灣牌	toi4 waan1 paai2	295
劏舖	tong1 pou3	295
賑濟	zan3 zai3	295
子薑	zi2 goeng1	295
長生津	zoeng2 saang1 zeon1	295
不瞅不睬	bat1 cau1 bat1 coi2	294
冰皮	bing1 pei2	294
出嚟行	ceot1 lai4 haang4	294
僭越	cim3 jyut6	294
丁蟹效應	ding1 haai5 haau6 jing3	294
奉吿	fung6 gou3	294
割據	got3 geoi3	294
均真	gwan1 zan1	294
行得走得	haang4 dak1 zau2 dak1	294
好仔	hou2 zai2	294
任重道遠	jam6 zung6 dou6 jyun5	294
臨瞓	lam4 fan3	294
律法	leot6 faat3	294
老夫少妻	lou5 fu1 siu3 cai1	294
老媽子	lou5 maa1 zi2	294
山旮旯	saan1 kaa1 laa1	294
生命線	sang1 ming6 sin3	294
生無可戀	sang1 mou4 ho2 lyun2	294
醉貓	zeoi3 maau1	294
自刎	zi6 man5	294
阻頭阻勢	zo2 tau4 zo2 sai3	294
做數	zou6 sou3	294
祝英台	zuk1 jing1 toi4	294
總掣	zung2 zai3	294
八八九九	baat3 baat3 gau2 gau2	293
綁死	bong2 sei2	293
長夜	coeng4 je6	293
從輕發落	cung4 hing1 faat3 lok6	293
打荷包	daa2 ho4 baau1	293
的士佬	dik1 si2 lou2	293
浮標	fau4 biu1	293
苦痛	fu2 tung3	293
淫蕩	jam4 dong6	293
應用科學	jing3 jung6 fo1 hok6	293
萬念俱灰	maan6 nim6 keoi1 fui1	293
噴飯	pan3 faan6	293
審時度勢	sam2 si4 dok6 sai3	293
小登科	siu2 dang1 fo1	293
書蟲	syu1 cung4	293
頭車	tau4 ce1	293
桃李滿門	tou4 lei5 mun5 mun4	293
娃娃菜	waa1 waa1 coi3	293
遺像	wai4 zoeng6	293
啞色	aa2 sik1	292
冰曲	bing1 kuk1	292
茶檔	caa4 dong3	292
參謀	caam1 mau4	292
赤小豆	cek3 siu2 dau2	292
打雷	daa2 leoi4	292
打齋	daa2 zaai1	292
頂爛市	ding2 laan6 si5	292
根深蒂固	gan1 sam1 dai3 gu3	292
梗塞	gang2 sak1	292
講堂	gong2 tong4	292
灌注	gun3 zyu3	292
鬼斧神工	gwai2 fu2 san1 gung1	292
含辛茹苦	ham4 san1 jyu4 fu2	292
一千零一	jat1 cin1 ling4 jat1	292
逆境波	jik6 ging2 bo1	292
鴛鴦戲水	jyun1 joeng1 hei3 seoi2	292
攬攬錫錫	laam2 laam2 sek3 sek3	292
藍綠色	laam4 luk6 sik1	292
民法	man4 faat3	292
聞人	man6 jan4	292
免役	min5 jik6	292
三板	saam1 baan2	292
史觀	si2 gun1	292
太平門	taai3 ping4 mun4	292
吵耳	caau2 ji5	291
臭脾氣	cau3 pei4 hei3	291
戴套	daai3 tou3	291
夾板	gaap3 baan2	291
居無定所	geoi1 mou4 ding6 so2	291
海平面	hoi2 ping4 min6	291
酷暑	huk6 syu2	291
入氣	jap6 hei3	291
一言九鼎	jat1 jin4 gau2 ding2	291
沿襲	jyun4 zaap6	291
僑胞	kiu4 baau1	291
冧把	lam1 baa2	291
亂晒龍	lyun6 saai3 lung4	291
名噪一時	ming4 cou3 jat1 si4	291
望梅止渴	mong6 mui4 zi2 hot3	291
眼白	ngaan5 baak2	291
屍橫遍野	si1 waang4 pin3 je5	291
時針	si4 zam1	291
亞馬遜河	aa3 maa5 seon3 ho4	290
避風塘炒	bei6 fung1 tong4 caau2	290
潛艦	cim4 laam6	290
打直	daa2 zik6	290
翻發	faan1 faat3	290
加鹽加醋	gaa1 jim4 gaa1 cou3	290
根號	gan1 hou2	290
頸圈	geng2 hyun1	290
櫃面	gwai6 min2	290
起雙飛	hei2 soeng1 fei1	290
謙厚	him1 hau5	290
空郵	hung1 jau4	290
弱化	joek6 faa3	290
牛精	ngau4 zing1	290
深蹲	sam1 zeon1	290
書目	syu1 muk6	290
貪官污吏	taam1 gun1 wu1 lei6	290
艇家	teng2 gaa1	290
天各一方	tin1 gok3 jat1 fong1	290
鐵膽	tit3 daam2	290
指甲鉗	zi2 gaap3 kim2	290
包公	baau1 gung1	289
杯墊	bui1 zin3	289
餐懵	caan1 mung2	289
親生骨肉	can1 saang1 gwat1 juk6	289
奢求	ce1 kau4	289
稱雄	cing1 hung4	289
重影	cung4 jing2	289
帶眼識人	daai3 ngaan5 sik1 jan4	289
搭膊	daap6 bok3	289
抵冷	dai2 laang5	289
吊扇	diu3 sin3	289
毒感	duk6 gam2	289
夫姓	fu1 sing3	289
豪言壯語	hou4 jin4 zong3 jyu5	289
淫賤	jam4 zin6	289
入夢	jap6 mung6	289
浴巾	juk6 gan1	289
愚笨	jyu4 ban6	289
舅母	kau3 mou5	289
孭帶	me1 daai2	289
泥鯭的	nai4 maang1 dik1	289
順路	seon6 lou6	289
聖誕花	sing3 daan3 faa1	289
天羅地網	tin1 lo4 dei6 mong5	289
阻慢	zo2 maan6	289
糟質	zou1 zat1	289
竹筍	zuk1 seon2	289
筆桿	bat1 gon1	288
波長	bo1 coeng4	288
搶嘢	coeng2 je5	288
長袖善舞	coeng4 zau6 sin6 mou5	288
凡係	faan4 hai6	288
負氣	fu6 hei3	288
鋸齒	goe3 ci2	288
各持己見	gok3 ci4 gei2 gin3	288
孝道	haau3 dou6	288
黑森林	hak1 sam1 lam4	288
口訊	hau2 seon3	288
口硬	hau4 ngaang6	288
氣急敗壞	hei3 gap1 baai6 waai6	288
油角	jau4 gok3	288
醫德	ji1 dak1	288
融雪	jung4 syut3	288
眩暈	jyun6 wan4	288
冚旗	kam2 kei4	288
奇難雜症	kei4 naan4 zaap6 zing3	288
魯莽	lou5 mong5	288
啱先	ngaam1 sin1	288
小賣部	siu2 maai6 bou6	288
旋轉門	syun4 zyun2 mun4	288
胃液	wai6 jik6	288
樟樹	zoeng1 syu6	288
不平則鳴	bat1 ping4 zak1 ming4	287
波打	bo1 daa2	287
茶水間	caa4 seoi2 gaan1	287
趁手	can3 sau2	287
火把	fo2 baa2	287
鳳眼	fung6 ngaan5	287
古板	gu2 baan2	287
人各有志	jan4 gok3 jau5 zi3	287
有寶	jau5 bou2	287
契姐	kai3 ze1	287
甩皮甩骨	lat1 pei4 lat1 gwat1	287
樂善好施	lok6 sin6 hou3 si1	287
麻包袋	maa4 baau1 doi2	287
無地自容	mou4 dei6 zi6 jung4	287
無稽之談	mou4 kai1 zi1 taam4	287
屙屎	o1 si2	287
西鐵線	sai1 tit3 sin3	287
接龍	zip3 lung4	287
早茶	zou2 caa4	287
中點	zung1 dim2	287
丫叉	aa1 caa1	286
芭蕉	baa1 ziu1	286
不假思索	bat1 gaa2 si1 sok3	286
逼住	bik1 zyu6	286
隨員	ceoi4 jyun4	286
循環賽	ceon4 waan4 coi3	286
循環系統	ceon4 waan4 hai6 tung2	286
傳波	cyun4 bo1	286
羈絆	gei1 bun6	286
炯炯有神	gwing2 gwing2 jau5 san4	286
嫻熟	haan4 suk6	286
人滿之患	jan4 mun5 zi1 waan6	286
夜香	je6 hoeng1	286
濫竽充數	laam5 jyu1 cung1 sou3	286
爛打	laan6 daa2	286
俐落	lei6 lok6	286
連假	lin4 gaa3	286
路壆	lou6 bok3	286
冇手	mou5 sau2	286
五台山	ng5 toi4 saan1	286
淆底	ngaau4 dai2	286
心戰室	sam1 zin3 sat1	286
執藥	zap1 joek6	286
紙紮公仔	zi2 zaat3 gung1 zai2	286
白油	baak6 jau2	285
不慌不忙	bat1 fong1 bat1 mong4	285
襯色	can3 sik1	285
設為	cit3 wai4	285
低質	dai1 zat1	285
洞察力	dung6 caat3 lik6	285
翻啅	faan1 coek1	285
分線	fan6 sin3	285
敢作敢為	gam2 zok3 gam2 wai4	285
空窗期	hung1 coeng1 kei4	285
紅豆冰	hung4 dau2 bing1	285
有夫之婦	jau5 fu1 zi1 fu5	285
浴簾	juk6 lim2	285
竭盡全力	kit3 zeon6 cyun4 lik6	285
攞尾彩	lo2 mei1 coi2	285
兩情相悦	loeng5 cing4 soeng1 jyut6	285
老懷安慰	lou5 waai4 on1 wai3	285
省得	saang2 dak1	285
神位	san4 wai2	285
撻車	taat1 ce1	285
摒除	bing2 ceoi4	284
別具一格	bit6 geoi6 jat1 gaak3	284
塵土飛揚	can4 tou2 fei1 joeng4	284
青藏高原	cing1 zong6 gou1 jyun4	284
唱遊	coeng3 jau4	284
大難臨頭	daai6 naan6 lam4 tau4	284
頂峰	ding2 fung1	284
火腩	fo2 naam5	284
焗油	guk6 jau4	284
公決	gung1 kyut3	284
過猶不及	gwo3 jau4 bat1 kap6	284
嚡口	haai4 hau2	284
口齒	hau2 ci2	284
胸肉	hung1 juk6	284
雄辯	hung4 bin6	284
音節	jam1 zit3	284
引線	jan5 sin3	284
欲絕	juk6 zyut6	284
歇後語	kit3 hau6 jyu5	284
無出其右	mou4 ceot1 kei4 jau6	284
顏色筆	ngaan4 sik1 bat1	284
牌九	paai4 gau2	284
辟味	pik1 mei6	284
生啤	saang1 be1	284
水氹	seoi2 tam5	284
思疑	si1 ji4	284
消費習慣	siu1 fai3 zaap6 gwaan3	284
霜降	soeng1 gong3	284
吐司	tou3 si1	284
幻燈片	waan6 dang1 pin2	284
祭司	zai3 si1	284
做莊	zou6 zong1	284
巴辣	baa1 laat6	283
丟人現眼	diu1 jan4 jin6 ngaan5	283
短促	dyun2 cuk1	283
泛泛之輩	faan6 faan6 zi1 bui3	283
火柴人	fo2 caai4 jan4	283
甲組腳	gaap3 zou2 goek3	283
鍵盤戰士	gin6 pun2 zin3 si6	283
拐彎	gwaai2 waan1	283
軍事委員	gwan1 si6 wai2 jyun4	283
演算法	jin2 syun3 faat3	283
無可救藥	mou4 ho2 gau3 joek6	283
無所不能	mou4 so2 bat1 nang4	283
銀川	ngan4 cyun1	283
破傷風	po3 soeng1 fung1	283
撒手人寰	saat3 sau2 jan4 waan4	283
實話實説	sat6 waa6 sat6 syut3	283
燒炮仗	siu1 paau3 zoeng2	283
威化	wai1 faa3	283
保姆	bou2 mou5	282
沉底	cam4 dai2	282
出奇制勝	ceot1 kei4 zai3 sing1	282
電話筒	din6 waa2 tung2	282
返夜	faan1 je2	282
凡夫俗子	faan4 fu1 zuk6 zi2	282
肥雞餐	fei4 gai1 caan1	282
苦肉計	fu2 juk6 gai3	282
嗰排	go2 paai2	282
鬼話	gwai2 waa2	282
考題	haau2 tai4	282
虛有其表	heoi1 jau5 kei4 biu2	282
入流	jap6 lau4	282
妖魔	jiu2 mo1	282
困身	kwan3 san1	282
離線	lei4 sin3	282
連工包料	lin4 gung1 baau1 liu2	282
涼爽	loeng4 song2	282
難逃一劫	naan4 tou4 jat1 gip3	282
年號	nin4 hou6	282
心悦誠服	sam1 jyut6 sing4 fuk6	282
睡袍	seoi6 pou4	282
事關重大	si6 gwaan1 zung6 daai6	282
聖潔	sing3 git3	282
送客	sung3 haak3	282
篆刻	syun3 hak1	282
禾雀	wo4 zoek2	282
胡椒球	wu4 ziu1 kau4	282
迴轉壽司	wui4 zyun2 sau6 si1	282
斑白	baan1 baak6	281
補鞋	bou2 haai4	281
親耳	can1 ji5	281
臭口	cau3 hau2	281
千里馬	cin1 lei5 maa5	281
潮氣	ciu4 hei3	281
川流不息	cyun1 lau4 bat1 sik1	281
打道回府	daa2 dou6 wui4 fu2	281
豆醬	dau6 zoeng3	281
當風	dong1 fung1	281
麩質	fu1 zat1	281
鋒芒畢露	fung1 mong4 bat1 lou6	281
峰迴路轉	fung1 wui4 lou6 zyun2	281
嗰類	go2 leoi6	281
犬女	hyun2 neoi2	281
誘餌	jau5 nei6	281
野仔	je5 zai2	281
勤快	kan4 faai3	281
擴容	kwong3 jung4	281
來潮	loi4 ciu4	281
山瑞	saan1 seoi6	281
散銀	saan2 ngan2	281
撒手塵寰	saat3 sau2 can4 waan4	281
臣服	san4 fuk6	281
神功戲	san4 gung1 hei3	281
四二六	sei3 ji6 luk6	281
垂死掙扎	seoi4 sei2 zang1 zaat3	281
剪貼	zin2 tip3	281
坐享其成	zo6 hoeng2 kei4 sing4	281
