char	jyutping	freq
試場	si5 coeng4	1854
灰色地帶	fui1 sik1 dei6 daai3	1853
揚聲器	joeng4 sing1 hei3	1853
撤軍	cit3 gwan1	1852
牙刷	ngaa4 caat2	1852
不支	bat1 zi1	1851
頂頭	ding2 tau4	1851
紀念碑	gei2 nim6 bei1	1851
腦膜炎	nou5 mok2 jim4	1851
續任	zuk6 jam6	1851
福氣	fuk1 hei3	1850
救生衣	gau3 sang1 ji1	1850
軼事	jat6 si6	1850
嶄新	zaam3 san1	1850
第三世界	dai6 saam1 sai3 gaai3	1849
得不償失	dak1 bat1 soeng4 sat1	1849
羈押	gei1 aat3	1849
呵護	ho1 wu6	1849
有目共睹	jau5 muk6 gung6 dou2	1849
搖身一變	jiu4 san1 jat1 bin3	1849
搬家	bun1 gaa1	1848
大衣	daai6 ji1	1848
謙卑	him1 bei1	1848
不育	bat1 juk6	1847
致病	zi3 beng6	1847
軍用	gwan1 jung6	1846
好意	hou2 ji3	1846
聖母	sing3 mou5	1846
親暱	can1 nik1	1845
難料	naan4 liu2	1845
微生物	mei4 sang1 mat6	1844
農田	nung4 tin4	1844
格魯吉亞	gaak3 lou5 gat1 aa3	1843
結晶	git3 zing1	1843
熱浪	jit6 long6	1843
懸疑	jyun4 ji4	1843
凡是	faan4 si6	1842
儀表	ji4 biu2	1842
願景	jyun6 ging2	1842
碎裂	seoi3 lit6	1842
變本加厲	bin3 bun2 gaa1 lai6	1841
小巧	siu2 haau2	1841
上萬	soeng5 maan6	1841
高分	gou1 fan1	1840
玄關	jyun4 gwaan1	1840
號召力	hou6 ziu6 lik6	1839
預知	jyu6 zi1	1839
新潮	san1 ciu4	1839
實則	sat6 zak1	1839
自力更生	zi6 lik6 gang1 sang1	1839
闊度	fut3 dou6	1838
高等	gou1 dang2	1838
北非	bak1 fei1	1837
無所謂	mou4 so2 wai6	1837
難為	naan4 wai2	1837
甚麼樣	sam6 mo1 joeng6	1837
十字路口	sap6 zi6 lou6 hau2	1837
大權	daai6 kyun4	1836
信賴	seon3 laai6	1836
帶起	daai3 hei2	1835
擺平	baai2 ping4	1834
內側	noi6 zak1	1834
塵埃落定	can4 oi1 lok6 ding6	1833
詞彙	ci4 wui6	1833
肛交	gong1 gaau1	1833
批文	pai1 man4	1833
結集	git3 zaap6	1832
紅盤	hung4 pun4	1832
迎面	jing4 min6	1832
養大	joeng5 daai6	1832
殺機	saat3 gei1	1832
身子	san1 zi2	1832
提款機	tai4 fun2 gei1	1832
打亂	daa2 lyun6	1831
際遇	zai3 jyu6	1831
冰封	bing1 fung1	1830
撤控	cit3 hung3	1830
打假波	daa2 gaa1 bo1	1829
低級	dai1 kap1	1829
下落不明	haa6 lok6 bat1 ming4	1829
香茅	hoeng1 maau4	1829
某某	mau5 mau5	1829
精液	zing1 jik6	1829
族人	zuk6 jan4	1829
荒誕	fong1 daan3	1828
加料	gaa1 liu2	1828
郊野	gaau1 je5	1828
割喉	got3 hau4	1828
雜貨	zaap6 fo3	1828
代勞	doi6 lou4	1827
通天	tung1 tin1	1827
不知名	bat1 zi1 ming4	1826
報業	bou3 jip6	1826
來勢洶洶	loi4 sai3 hung1 hung1	1826
四海	sei3 hoi2	1826
出汗	ceot1 hon6	1825
蒙上	mung4 soeng5	1825
將就	zoeng1 zau6	1825
推車	teoi1 ce1	1824
冰糖	bing1 tong4	1823
功不可沒	gung1 bat1 ho2 mut6	1823
何止	ho4 zi2	1823
承保	sing4 bou2	1823
田雞	tin4 gai1	1823
橫財	waang4 coi4	1823
擺甫士	baai2 pou1 si2	1822
超音速	ciu1 jam1 cuk1	1822
點燃	dim2 jin4	1822
睾丸	gou1 jyun2	1822
猶有餘悸	jau4 jau5 jyu4 gwai3	1822
相宜	soeng1 ji4	1822
旁觀者	pong4 gun1 ze2	1821
新寵	san1 cung2	1821
聖地	sing3 dei6	1821
奔走	ban1 zau2	1820
耿耿於懷	gang2 gang2 jyu1 waai4	1820
高等教育	gou1 dang2 gaau3 juk6	1820
作實	zok3 sat6	1820
中旬	zung1 ceon4	1820
反串	faan2 cyun3	1819
火頭	fo2 tau4	1819
魚膠	jyu4 gaau1	1819
棉被	min4 pei5	1819
散心	saan3 sam1	1819
神志不清	san4 zi3 bat1 cing1	1819
契媽	kai3 maa1	1818
傾倒	king1 dou2	1818
心酸	sam1 syun1	1818
借機	ze3 gei1	1818
進而	zeon3 ji4	1818
充氣	cung1 hei3	1817
當真	dong3 zan1	1817
中華民族	zung1 waa4 man4 zuk6	1817
緊身	gan2 san1	1816
原籍	jyun4 zik6	1816
當家	dong1 gaa1	1815
緊迫	gan2 bik1	1815
果實	gwo2 sat6	1815
大難不死	daai6 naan6 bat1 sei2	1814
彈開	daan6 hoi1	1814
動亂	dung6 lyun6	1814
葉子	jip6 zi2	1814
受苦	sau6 fu2	1814
頭先	tau4 sin1	1814
突圍而出	dat6 wai4 ji4 ceot1	1813
拉丁舞	laai1 ding1 mou5	1813
按兵不動	on3 bing1 bat1 dung6	1813
洗頭水	sai2 tau4 seoi2	1813
毛公仔	mou4 gung1 zai2	1812
生命力	sang1 ming6 lik6	1812
可見一斑	ho2 gin3 jat1 baan1	1810
評定	ping4 ding6	1810
舢舨	saan1 baan2	1810
錫紙	sek6 zi2	1810
挑逗	tiu1 dau6	1810
冰冷	bing1 laang5	1808
草根	cou2 gan1	1808
風箏	fung1 zang1	1808
養老	joeng5 lou5	1808
樸素	pok3 sou3	1808
掃射	sou3 se6	1808
補水	bou2 seoi2	1807
體罰	tai2 fat6	1807
玩殘	waan2 caan4	1807
戰局	zin3 guk6	1807
成本價	sing4 bun2 gaa3	1806
絕種	zyut6 zung2	1806
澳紐	ou3 nau2	1805
漂浮	piu1 fau4	1805
直屬	zik6 suk6	1805
附和	fu6 wo6	1804
風褸	fung1 lau1	1804
觀鳥	gun1 niu5	1803
口才	hau2 coi4	1803
可笑	ho2 siu3	1803
落山	lok6 saan1	1803
屏障	ping4 zoeng3	1803
上進	soeng6 zeon3	1803
震懾	zan3 sip3	1803
冰箱	bing1 soeng1	1802
遣散費	hin2 saan2 fai3	1802
人工智能	jan4 gung1 zi3 nang4	1802
臉色	lim5 sik1	1802
直入	zik6 jap6	1802
快捷	faai3 zit3	1801
開局	hoi1 guk6	1801
私處	si1 cyu5	1801
少數民族	siu2 sou3 man4 zuk6	1801
造紙	zou6 zi2	1801
超然	ciu1 jin4	1800
匆忙	cung1 mong4	1800
大相逕庭	daai6 soeng1 ging3 ting4	1800
法寶	faat3 bou2	1800
怪異	gwaai3 ji6	1800
遍地開花	pin3 dei6 hoi1 faa1	1800
虎視眈眈	fu2 si6 daam1 daam1	1799
今生	gam1 sang1	1799
鹹豬手	haam4 zyu1 sau2	1799
戲曲	hei3 kuk1	1799
落單	lok6 daan1	1799
擊落	gik1 lok6	1798
鏹水	koeng5 seoi2	1798
物理學	mat6 lei5 hok6	1798
最新消息	zeoi3 san1 siu1 sik1	1798
致命傷	zi3 ming6 soeng1	1798
自立門户	zi6 laap6 mun4 wu6	1798
駁火	bok3 fo2	1797
月圓	jyut6 jyun4	1797
卵巢	leon2 caau4	1797
編配	pin1 pui3	1797
西灣	sai1 waan1	1797
墊底	zin3 dai2	1797
平平無奇	ping4 ping4 mou4 kei4	1796
在野	zoi6 je5	1796
法令	faat3 ling6	1795
個子	go3 zi2	1795
公認	gung1 jing6	1795
航拍	hong4 paak3	1795
小品	siu2 ban2	1795
跳動	tiu3 dung6	1795
遺願	wai4 jyun6	1795
東隧	dung1 seoi6	1794
立足	laap6 zuk1	1794
倒模	dou2 mou2	1793
芥末	gaai3 mut6	1793
悦目	jyut6 muk6	1793
正印	zing3 jan3	1793
豬手	zyu1 sau2	1793
擔大旗	daam1 daai6 kei4	1792
廢鐵	fai3 tit3	1792
提拔	tai4 bat6	1792
和音	wo6 jam1	1792
倉卒	cong2 cyut3	1791
對陣	deoi3 zan6	1791
筋骨	gan1 gwat1	1791
可貴	ho2 gwai3	1791
好受	hou2 sau6	1791
名片	ming4 pin2	1791
四國	sei3 gwok3	1791
水庫	seoi2 fu3	1791
慰安婦	wai3 on1 fu5	1791
詠春	wing6 ceon1	1791
不景氣	bat1 ging2 hei3	1790
辨別	bin6 bit6	1790
本性	bun2 sing3	1790
除衫	ceoi4 saam1	1790
櫻桃	jing1 tou4	1790
民粹	man4 seoi5	1790
門人	mun4 jan4	1790
色誘	sik1 jau5	1790
玻利維亞	bo1 lei6 wai4 aa3	1789
伴奏	bun6 zau3	1789
腸粉	coeng2 fan2	1789
存心	cyun4 sam1	1789
髮廊	faat3 long4	1789
烏魯木齊	wu1 lou5 muk6 cai4	1789
大孖沙	daai6 maa1 saa1	1788
有驚無險	jau5 ging1 mou4 him2	1788
列席	lit6 zik6	1788
孟買	maang6 maai5	1788
術語	seot6 jyu5	1788
盛名	sing6 ming4	1788
出馬	ceot1 maa5	1787
紅隧	hung4 seoi6	1787
暱稱	nik1 cing1	1787
作文	zok3 man2	1787
不見得	bat1 gin3 dak1	1786
鼎盛	ding2 sing6	1786
焚化爐	fan4 faa3 lou4	1786
咖啡豆	gaa3 fe1 dau2	1786
報考	bou3 haau2	1785
共同體	gung6 tung4 tai2	1785
堂食	tong4 sik6	1785
真菌	zan1 kwan2	1785
彩池	coi2 ci4	1784
得逞	dak1 cing2	1784
劈炮	pek3 paau3	1784
謝幕	ze6 mok6	1784
淡市	daam6 si5	1783
失物	sat1 mat6	1783
守法	sau2 faat3	1783
承包	sing4 baau1	1783
通關	tung1 gwaan1	1783
大全	daai6 cyun4	1782
架空	gaa3 hung1	1782
羈留	gei1 lau4	1782
強弱	koeng4 joek6	1782
嶺南	ling5 naam4	1782
名門	ming4 mun4	1782
慘況	caam2 fong3	1781
制定	zai3 ding6	1781
精神健康	zing1 san4 gin6 hong1	1781
構想	kau3 soeng2	1780
設想	cit3 soeng2	1779
傳情	cyun4 cing4	1779
隱世	jan2 sai3	1779
遇事	jyu6 si6	1779
小費	siu2 fai3	1779
天婦羅	tin1 fu5 lo4	1779
做節	zou6 zit3	1779
補上	bou2 soeng5	1778
奪目	dyut6 muk6	1778
共處	gung6 cyu3	1778
後裔	hau6 jeoi6	1778
優待	jau1 doi6	1778
寮屋	liu4 uk1	1778
衰老	seoi1 lou5	1778
息影	sik1 jing2	1778
大魚	daai6 jyu2	1777
起源	hei2 jyun4	1777
立陶宛	laap6 tou4 jyun2	1777
摸不着	mo2 bat1 zoek6	1777
組團	zou2 tyun4	1777
秉承	bing2 sing4	1776
簇新	cuk1 san1	1776
估到	gu2 dou2	1776
實至名歸	sat6 zi3 ming4 gwai1	1776
半馬	bun3 maa5	1775
過渡期	gwo3 dou6 kei4	1775
可口	ho2 hau2	1775
馬蹄	maa5 tai2	1775
慕絲	mou6 si1	1775
天倫	tin1 leon4	1775
準繩	zeon2 sing4	1775
戰鬥力	zin3 dau3 lik6	1775
耕耘	gaang1 wan4	1774
覬覦	gei3 jyu4	1774
野味	je5 mei2	1774
無所適從	mou4 so2 sik1 cung4	1774
觸怒	zuk1 nou6	1774
受罰	sau6 fat6	1773
肇始	siu6 ci2	1773
調景嶺	tiu4 ging2 leng5	1773
痛快	tung3 faai3	1773
殘奧	caan4 ou3	1772
吹風	ceoi1 fung1	1772
大展拳腳	daai6 zin2 kyun4 goek3	1772
耕種	gaang1 zung3	1772
京劇	ging1 kek6	1771
狂風	kwong4 fung1	1771
格蘭披治	gaak3 laan4 pei1 zi6	1770
凱撒	hoi2 saat3	1770
搖滾樂	jiu4 gwan2 ngok6	1770
米線	mai5 sin3	1770
至極	zi3 gik6	1770
遲緩	ci4 wun6	1769
獨處	duk6 cyu3	1769
高雅	gou1 ngaa5	1769
主禮	zyu2 lai5	1769
舉措	geoi2 cou3	1768
體育場	tai2 juk6 coeng4	1768
憎恨	zang1 han6	1768
好動	hou3 dung6	1767
食指	sik6 zi2	1767
針筒	zam1 tung2	1767
進來	zeon3 loi4	1767
正統	zing3 tung2	1767
莊園	zong1 jyun4	1767
虛榮	heoi1 wing4	1766
無處不在	mou4 cyu3 bat1 zoi6	1766
着眼	zoek6 ngaan5	1766
放走	fong3 zau2	1765
計時	gai3 si4	1765
國父	gwok3 fu6	1765
媒介	mui4 gaai3	1765
午宴	ng5 jin3	1765
撲滅	pok3 mit6	1765
自誇	zi6 kwaa1	1765
駭人	haai5 jan4	1764
手寫	sau2 se2	1764
抽屜	cau1 tai3	1763
入戲	jap6 hei3	1763
契女	kai3 neoi2	1763
微薄	mei4 bok6	1763
重鎮	zung6 zan3	1763
潮語	ciu4 jyu5	1762
國藥	gwok3 joek6	1762
真金白銀	zan1 gam1 baak6 ngan4	1762
肥膩	fei4 nei6	1761
蝦仁	haa1 jan4	1761
核准	hat6 zeon2	1761
聯誼	lyun4 ji4	1761
跳傘	tiu3 saan3	1761
失禁	sat1 gam3	1760
本領	bun2 ling5	1759
刁鑽	diu1 zyun3	1759
起程	hei2 cing4	1759
新約	san1 joek3	1759
式微	sik1 mei4	1759
布甸	bou3 din1	1758
關節炎	gwaan1 zit3 jim4	1758
力抗	lik6 kong3	1758
盲點	maang4 dim2	1758
惡性	ok3 sing3	1757
兔子	tou3 zi2	1757
白熱化	baak6 jit6 faa3	1756
不亦樂乎	bat1 jik6 lok6 fu4	1756
滾滾	gwan2 gwan2	1756
陸路	luk6 lou6	1756
晚市	maan5 si5	1756
武林	mou5 lam4	1756
年假	nin4 gaa3	1756
失修	sat1 sau1	1756
公眾人物	gung1 zung3 jan4 mat2	1755
眼角	ngaan5 gok3	1755
神級	san4 kap1	1755
饅頭	maan6 tau4	1754
避孕	bei6 jan6	1753
重出江湖	cung4 ceot1 gong1 wu4	1753
堪輿	ham1 jyu4	1753
盤算	pun4 syun3	1753
性生活	sing3 sang1 wut6	1753
棋子	kei4 zi2	1752
着緊	zoek6 gan2	1752
不曾	bat1 cang4	1751
瓷磚	ci4 zyun1	1751
地頭	dei6 tau4	1751
當兵	dong1 bing1	1751
含意	ham4 ji3	1751
迷姦	mai4 gaan1	1751
賽車手	coi3 ce1 sau2	1750
高下	gou1 haa6	1750
棺木	gun1 muk6	1750
考牌	haau2 paai4	1750
棄權	hei3 kyun4	1750
養份	joeng5 fan6	1750
志同道合	zi3 tung4 dou6 hap6	1750
不容有失	bat1 jung4 jau5 sat1	1749
打聽	daa2 ting3	1749
郁動	juk1 dung6	1749
蟒蛇	mong5 se4	1749
新娘子	san1 noeng4 zi2	1749
剪輯	zin2 cap1	1749
恩物	jan1 mat6	1748
錢債	cin4 zaai3	1747
老抽	lou5 cau1	1747
無邊	mou4 bin1	1747
見仁見智	gin3 jan4 gin3 zi3	1746
恐防	hung2 fong4	1746
微弱	mei4 joek6	1746
汪洋	wong1 joeng4	1746
自組	zi6 zou2	1746
河內	ho4 noi6	1745
橋底	kiu4 dai2	1745
室温	sat1 wan1	1745
長安	coeng4 on1	1744
大隻佬	daai6 zek3 lou2	1744
輔警	fu6 ging2	1744
機組	gei1 zou2	1744
公餘	gung1 jyu4	1744
桂林	gwai3 lam4	1744
苛刻	ho1 hak1	1744
洪水橋	hung4 seoi2 kiu4	1744
躍升	joek3 sing1	1744
脱水	tyut3 seoi2	1744
祖籍	zou2 zik6	1744
並肩	bing6 gin1	1743
表哥	biu2 go1	1743
口口聲聲	hau2 hau2 seng1 seng1	1743
樂手	ngok6 sau2	1743
變更	bin3 gang1	1742
親臨	can1 lam4	1742
科學院	fo1 hok6 jyun2	1742
喜慶	hei2 hing3	1742
新會	san1 wui6	1742
滑鼠	waat6 syu2	1742
發卡	faat3 kaa1	1741
伏擊	fuk6 gik1	1741
復市	fuk6 si5	1741
憂鬱	jau1 wat1	1741
卸下	se3 haa6	1741
消極	siu1 gik6	1741
運營	wan6 jing4	1741
地勢	dei6 sai3	1740
叮噹	ding1 dong1	1740
傀儡	faai3 leoi5	1740
歡度	fun1 dou6	1740
受益人	sau6 jik1 jan4	1740
中國籍	zung1 gwok3 zik6	1740
大可以	daai6 ho2 ji5	1739
顧名思義	gu3 ming4 si1 ji6	1739
強者	koeng4 ze2	1739
內陸	noi6 luk6	1739
圍剿	wai4 ziu2	1739
大快活	daai6 faai3 wut6	1738
發泡膠	faat3 pou5 gaau1	1738
檢閲	gim2 jyut6	1738
落注	lok6 zyu3	1738
船舶	syun4 bok6	1738
添食	tim1 sik6	1738
雀巢	zoek3 caau4	1738
地勤	dei6 kan4	1737
火併	fo2 bing3	1737
橄欖	gaam3 laam2	1737
遙控器	jiu4 hung3 hei3	1737
粒鐘	nap1 zung1	1737
潛伏期	cim4 fuk6 kei4	1736
西歐	sai1 au1	1736
食油	sik6 jau4	1736
墜落	zeoi6 lok6	1736
空中巴士	hung1 zung1 baa1 si2	1735
肉食	juk6 sik6	1735
初心	co1 sam1	1734
免税額	min5 seoi3 ngaak2	1734
上電	soeng5 din6	1734
對流	deoi3 lau4	1733
信譽	seon3 jyu6	1733
暴瀉	bou6 se3	1732
大笨象	daai6 ban6 zoeng6	1732
沙井	saa1 zeng2	1732
收藏品	sau1 cong4 ban2	1732
攤分	taan1 fan1	1732
改期	goi2 kei4	1731
栓塞	saan1 sak1	1731
雪梨	syut3 lei4	1731
黑箱作業	hak1 soeng1 zok3 jip6	1730
害死	hoi6 sei2	1730
臉頰	lim5 gaap3	1730
太子黨	taai3 zi2 dong2	1730
橡膠	zoeng6 gaau1	1730
白頭	baak6 tau4	1729
底盤	dai2 pun4	1729
反派	faan2 paai1	1729
高峰	gou1 fung1	1729
香口膠	hoeng1 hau2 gaau1	1729
內銷	noi6 siu1	1729
垂涎	seoi4 jin4	1729
砧板	zam1 baan2	1729
駁斥	bok3 cik1	1728
架子	gaa3 zi2	1728
譏諷	gei1 fung3	1728
一腳踢	jat1 goek3 tek3	1728
謬誤	mau6 ng6	1728
生動	sang1 dung6	1728
真話	zan1 waa2	1728
執照	zap1 ziu3	1728
節流	zit3 lau4	1728
白俄羅斯	baak6 ngo4 lo4 si1	1727
搶手貨	coeng2 sau2 fo3	1727
二十九日	ji6 sap6 gau2 jat6	1727
蚊型	man1 jing4	1727
食字	sik6 zi6	1727
線人	sin3 jan4	1727
查案	caa4 on3	1726
仁愛	jan4 oi3	1726
靈性	ling4 sing3	1726
絕世	zyut6 sai3	1726
膽量	daam2 loeng6	1725
基督	gei1 duk1	1725
叫聲	giu3 seng1	1725
河邊	ho4 bin1	1725
變質	bin3 zat1	1724
動粗	dung6 cou1	1724
國力	gwok3 lik6	1724
專權	zyun1 kyun4	1724
空虛	hung1 heoi1	1723
美妙	mei5 miu6	1723
互惠	wu6 wai6	1723
之嘛	zi1 maa3	1723
君主	gwan1 zyu2	1722
光猛	gwong1 maang5	1722
線路	sin3 lou6	1722
接客	zip3 haak3	1722
負起	fu6 hei2	1721
有賴	jau5 laai6	1721
群雄	kwan4 hung4	1721
無意中	mou4 ji3 zung1	1721
判頭	pun3 tau2	1721
有意思	jau5 ji3 si1	1720
有意思	jau5 ji3 si3	1720
礦場	kwong3 coeng4	1720
總動員	zung2 dung6 jyun4	1720
不免	bat1 min5	1719
表妹	biu2 mui2	1719
特使	dak6 si3	1719
美容師	mei5 jung4 si1	1719
停火	ting4 fo2	1719
閘門	zaap6 mun4	1719
莊嚴	zong1 jim4	1719
兼具	gim1 geoi6	1718
孤寒	gu1 hon4	1718
好去處	hou2 heoi3 cyu3	1718
必需品	bit1 seoi1 ban2	1717
束縛	cuk1 bok3	1717
耳仔	ji5 zai2	1717
原地	jyun4 dei6	1717
懸殊	jyun4 syu4	1717
量刑	loeng6 jing4	1717
審結	sam2 git3	1717
詞典	ci4 din2	1716
翻轉	faan1 zyun3	1716
堅固	gin1 gu3	1716
高超	gou1 ciu1	1716
嚴守	jim4 sau2	1716
伏屍	fuk6 si1	1715
奄奄一息	jim1 jim1 jat1 sik1	1715
樂施會	lok6 si1 wui2	1715
外置	ngoi6 zi3	1715
太監	taai3 gaam3	1715
作狀	zok3 zong6	1715
埋嚟	maai4 lai4	1714
美式足球	mei5 sik1 zuk1 kau4	1714
鼻孔	bei6 hung2	1713
大褸	daai6 lau1	1713
盯着	ding1 zoek6	1713
快手	faai3 sau2	1713
飛身	fei1 san1	1713
預科	jyu6 fo1	1713
煞掣	saat3 zai3	1713
津巴布韋	zeon1 baa1 bou3 wai5	1713
報社	bou3 se5	1712
心中有數	sam1 zung1 jau5 sou3	1712
掃興	sou3 hing3	1712
呍呢拿	wan6 nei1 laa2	1712
驟雨	zaau6 jyu5	1712
支配	zi1 pui3	1712
阿女	aa3 neoi2	1711
遏制	aat3 zai3	1711
香燭	hoeng1 zuk1	1711
二十四日	ji6 sap6 sei3 jat6	1711
容器	jung4 hei3	1711
問答	man6 daap3	1711
雙重標準	soeng1 cung4 biu1 zeon2	1711
藏書	cong4 syu1	1710
電商	din6 soeng1	1710
動作片	dung6 zok3 pin2	1710
翡翠台	fei2 ceoi3 toi4	1710
魚網	jyu4 mong5	1710
鉛筆	jyun4 bat1	1710
求愛	kau4 oi3	1710
煽惑	sin3 waak6	1710
特產	dak6 caan2	1709
手帶	sau2 daai2	1709
投契	tau4 kai3	1709
湊巧	cau3 haau2	1708
代母	doi6 mou5	1708
力圖	lik6 tou4	1708
街景	gaai1 ging2	1707
啤牌	pe1 paai2	1707
素材	sou3 coi4	1707
土共	tou2 gung6	1707
罪魁禍首	zeoi6 fui1 wo6 sau2	1707
轉車	zyun3 ce1	1707
病因	beng6 jan1	1706
此起彼落	ci2 hei2 bei2 lok6	1706
窗門	coeng1 mun2	1706
如意算盤	jyu4 ji3 syun3 pun4	1706
明日之星	ming4 jat6 zi1 sing1	1706
抒發	syu1 faat3	1706
偵緝	zing1 cap1	1706
慘烈	caam2 lit6	1705
地磚	dei6 zyun1	1705
施加	si1 gaa1	1705
脱險	tyut3 him2	1705
流會	lau4 wui2	1704
羞恥	sau1 ci2	1704
所作所為	so2 zok3 so2 wai4	1704
健兒	gin6 ji4	1703
恰巧	hap1 haau2	1703
迷惘	mai4 mong5	1703
入油	jap6 jau2	1702
驗身	jim6 san1	1702
西隧	sai1 seoi6	1702
滯銷	zai6 siu1	1702
指指點點	zi2 zi2 dim2 dim2	1702
磅重	bong6 cung5	1701
奢望	ce1 mong6	1701
分野	fan1 je5	1701
客席	haak3 zik6	1701
龍鳳胎	lung4 fung6 toi1	1701
焦糖	ziu1 tong4	1701
火葬場	fo2 zong3 coeng4	1700
貴重	gwai3 zung6	1700
核數	hat6 sou3	1700
有染	jau5 jim5	1700
摸黑	mo2 hak1	1700
打交道	daa2 gaau1 dou6	1699
伊斯坦堡	ji1 si1 taan2 bou2	1699
九折	gau2 zit3	1698
慣用	gwaan3 jung6	1698
有今日	jau5 gam1 jat6	1698
卧虎藏龍	ngo6 fu2 cong4 lung4	1698
匯演	wui6 jin2	1698
丟掉	diu1 diu6	1697
火上加油	fo2 soeng6 gaa1 jau4	1697
黑天鵝	hak1 tin1 ngo4	1697
膝頭	sat1 tau4	1697
視若無睹	si6 joek6 mou4 dou2	1697
腸病毒	coeng2 beng6 duk6	1696
風靡	fung1 mo1	1696
甲醛	gaap3 cyun4	1696
金主	gam1 zyu2	1696
書局	syu1 guk2	1696
氹氹轉	tam4 tam4 zyun3	1696
墳墓	fan4 mou6	1695
舉證	geoi2 zing3	1695
爆頭	baau3 tau4	1694
大愛	daai6 oi3	1694
起薪	hei2 san1	1694
仁兄	jan4 hing1	1694
災害	zoi1 hoi6	1694
蠢蠢欲動	ceon2 ceon2 juk6 dung6	1693
果醬	gwo2 zoeng3	1693
合規	hap6 kwai1	1693
平坦	ping4 taan2	1693
倒楣	dou2 mei4	1692
閒置	haan4 zi3	1692
蓮子	lin4 zi2	1692
作弊	zok3 bai6	1692
乖巧	gwaai1 haau2	1691
眷顧	gyun3 gu3	1691
噴泉	pan3 cyun4	1691
撲水	pok3 seoi2	1691
王儲	wong4 cyu5	1691
字樓	zi6 lau2	1691
磁力共振	ci4 lik6 gung6 zan3	1690
打起	daa2 hei2	1690
地基	dei6 gei1	1690
獨善其身	duk6 sin6 kei4 san1	1690
以此為	ji5 ci2 wai4	1690
拘禁	keoi1 gam3	1690
凌亂	ling4 lyun6	1690
單薄	daan1 bok6	1689
綻放	zaan6 fong3	1689
摒棄	bing2 hei3	1688
布魯塞爾	bou3 lou5 coi3 ji5	1688
賭注	dou2 zyu3	1688
麻疹	maa4 can2	1688
斷層	tyun5 cang4	1688
鑰匙	joek6 si4	1687
膀胱	pong4 gwong1	1687
天涯	tin1 ngaai4	1687
脱毛	tyut3 mou4	1687
回水	wui4 seoi2	1687
大男人	daai6 naam4 jan2	1686
錦上路	gam2 soeng6 lou6	1686
公式	gung1 sik1	1686
行星	haang4 sing1	1686
肢解	zi1 gaai2	1686
嗅覺	cau3 gok3	1685
古惑仔	gu2 waak6 zai2	1685
西褲	sai1 fu3	1685
吞噬	tan1 sai6	1685
切記	cit3 gei3	1684
端倪	dyun1 ngai4	1684
下馬	haa6 maa5	1684
繞道	jiu2 dou6	1684
亂咁	lyun6 gam3	1684
大眾化	daai6 zung3 faa3	1683
養育	joeng5 juk6	1683
聯隊	lyun4 deoi2	1683
明目張膽	ming4 muk6 zoeng1 daam2	1683
精髓	zing1 seoi5	1683
絕症	zyut6 zing3	1683
翻唱	faan1 coeng3	1682
結交	git3 gaau1	1682
默認	mak6 jing6	1682
眉毛	mei4 mou4	1682
務必	mou6 bit1	1682
吊墜	diu3 zeoi2	1681
豁出去	kut3 ceot1 heoi3	1681
進佔	zeon3 zim3	1681
子宮頸癌	zi2 gung1 geng2 ngaam4	1681
錶面	biu1 min2	1680
朝野	ciu4 je5	1680
感光	gam2 gwong1	1680
稀釋	hei1 sik1	1680
生果刀	saang1 gwo2 dou1	1680
責無旁貸	zaak3 mou4 pong4 taai3	1680
處所	cyu3 so2	1679
定論	ding6 leon6	1679
唔妥	m4 to5	1679
謾罵	maan6 maa6	1679
巴士線	baa1 si2 sin3	1678
殘暴	caan4 bou6	1678
膠囊	gaau1 nong4	1678
甘香	gam1 hoeng1	1678
鬧鐘	naau6 zung1	1678
洗手盆	sai2 sau2 pun4	1678
致哀	zi3 oi1	1678
徵求	zing1 kau4	1678
補身	bou2 san1	1677
原子	jyun4 zi2	1677
漏夜	lau6 je6	1677
無他	mou4 taa1	1677
誤差	ng6 caa1	1677
平均值	ping4 gwan1 zik6	1677
秀麗	sau3 lai6	1677
爭崩頭	zaang1 bang1 tau4	1677
製法	zai3 faat3	1677
整日	zing2 jat6	1677
鴨舌帽	aap3 sit3 mou2	1676
插圖	caap3 tou4	1676
徹夜	cit3 je6	1676
打爆	daa2 baau3	1676
奉旨	fung6 zi2	1676
管制站	gun2 zai3 zaam6	1676
靈異	ling4 ji6	1676
每下愈況	mui5 haa6 jyu6 fong3	1676
份人	fan6 jan4	1675
關押	gwaan1 aat3	1675
優厚	jau1 hau5	1675
末代	mut6 doi6	1675
破口大罵	po3 hau2 daai6 maa6	1675
植物人	zik6 mat6 jan4	1675
傾力	king1 lik6	1674
穩重	wan2 zung6	1674
表皮	biu2 pei4	1673
凸出	dat6 ceot1	1673
強悍	koeng4 hon5	1673
迷彩	mai4 coi2	1673
抽走	cau1 zau2	1672
化肥	faa3 fei4	1672
下風	haa6 fung1	1672
用字	jung6 zi6	1672
就近	zau6 gan6	1672
轉移視線	zyun2 ji4 si6 sin3	1672
一夜情	jat1 je6 cing4	1671
二房	ji6 fong4	1671
私自	si1 zi6	1671
小報	siu2 bou3	1671
坦誠	taan2 sing4	1671
搶灘	coeng2 taan1	1670
惡果	ok3 gwo2	1670
釋懷	sik1 waai4	1670
紮實	zaat3 sat6	1670
豬仔	zyu1 zai2	1670
察看	caat3 hon3	1669
次選	ci3 syun2	1669
葱花	cung1 faa1	1669
